city_code,province_code,lat,long,first_checkin,last_checkin,positive_checkins,positive_rows,total_searches,mean_demand_positive,median_demand_positive,p90_demand_positive,active_span_days,positive_checkin_rate,city_share_all_history,is_one_off_anomaly,city_reliability,fit_eligible,completion_D30,completion_D21,completion_D14,completion_D7,completion_D3,completion_D1,recent_90_total,previous_90_total,recent_90_share_platform,recent_growth_90_vs_prev90,log_recent_growth_90,mean_daily_demand_365,median_daily_demand_365,std_daily_demand_365,demand_cv_365,weekday_index_mon,weekday_index_tue,weekday_index_wed,weekday_index_thu,weekday_index_fri,weekday_index_sat,weekday_index_sun,weekend_index_365,holiday_index_365,log_total_searches,log_recent_90_total,snapshot_cutoff
1011,149,35.881989,52.16975,2023-11-01,2025-11-21,752.0,17446.0,238606.0,317.29521276595744,192.0,740.0,752.0,1.0,0.0008397768927282176,False,reliable,1,0.025682505888368273,0.06074449091808253,0.12092738657032932,0.27118345724751264,0.5285617293781381,0.8353268568267352,19794.0,40102.0,0.00048658589809464525,0.4936039697778221,-0.7060217639236601,306.36164383561646,180.0,313.1868024838174,1.0222781108064007,0.6688927319930164,0.7445951188908746,1.227495999823896,2.3851901304683403,0.7599847871431786,0.6149720434811919,0.6034848653698254,1.5648483857423063,2.48625218926233,12.382573126019464,9.89318465954023,2025-11-21
1013,289,37.102367,58.510872,2024-12-30,2025-11-18,11.0,11.0,28.0,2.5454545454545454,3.0,3.0,327.0,0.03363914373088685,9.854636093136841e-08,False,sparse,0,0.0,0.0,0.03571428571428571,0.14285714285714285,0.6785714285714286,0.8571428571428571,8.0,0.0,1.966599567928242e-07,9.0,2.1972245773362196,0.0856269113149847,0.0,0.4751572115787339,5.549157435223071,0.7454407294832827,1.4908814589665653,1.2424012158054711,0.7454407294832827,0.7454407294832827,2.031055900621118,0.0,0.7454407294832827,0.0,3.367295829986474,2.1972245773362196,2025-11-21
1053,149,36.721233,51.115971,2023-11-01,2025-11-21,752.0,22756.0,698994.0,929.5132978723404,623.5,2096.7,752.0,1.0,0.0024601183933164617,False,reliable,1,0.045621278580359775,0.09575761737582869,0.16737625787918065,0.3301573404063554,0.5661793949590411,0.8093774767737635,136474.0,106754.0,0.003354871367917986,1.2783944545922907,0.24560495824847628,1030.3424657534247,704.0,950.2150453423699,0.9222322450308184,0.8484856232645903,0.9306465056581389,1.2147006785675936,1.4819755163403372,0.8477489059664183,0.8403852545779023,0.8389854212795116,1.1618420844373114,2.0934040366334457,13.457398868114542,11.823896726649958,2025-11-21
1054,289,37.444752,59.105713,2023-11-01,2025-11-21,744.0,7009.0,52508.0,70.5752688172043,20.0,123.0,752.0,0.9893617021276596,0.00018480258284943904,False,reliable,1,0.02706254285061324,0.058333968157233185,0.11754399329625961,0.288546507198903,0.6085548868743811,0.8906642797288032,3456.0,9048.0,8.495710133450006e-05,0.3820311636644933,-0.9622530934295082,90.45479452054795,24.0,258.3710940953676,2.856355989363011,0.6743700024230675,0.9203492246183668,1.4507884289202437,2.252931562319435,0.6397441377765383,0.55914032357272,0.5096043177200797,1.4386560051692108,6.018731011537529,10.868739862458945,8.148156439921625,2025-11-21
1120,987,35.691353,50.840694,2023-11-01,2025-11-21,751.0,6727.0,29199.0,38.880159786950735,27.0,72.0,752.0,0.9986702127659575,0.00010276625688696523,False,reliable,1,0.05061817185520052,0.10092811397650604,0.16555361484982362,0.31031884653584024,0.5380321243878216,0.8199595876571115,3894.0,6197.0,9.572423396890718e-05,0.6284285253307519,-0.46453298004284527,45.61095890410959,31.0,51.45943553854927,1.1282252505748729,0.7268833401101542,0.8820417328946883,1.2003694137433927,2.062594721472665,0.8298237422139211,0.6800828466343845,0.6214768232728348,1.440338893846823,2.2683482423391124,10.281923988256374,8.267448958304849,2025-11-21
1156,149,36.516186,52.574413,2025-01-11,2025-01-11,1.0,1.0,2.0,2.0,2.0,2.0,315.0,0.0031746031746031746,7.03902578081203e-09,True,one_off_anomaly,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.006349206349206349,0.0,0.1126872339638022,17.748239349298846,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0986122886681098,0.0,2025-11-21
1173,987,35.814018,52.513824,2023-11-01,2025-11-20,623.0,2693.0,8931.0,14.335473515248797,7.0,34.0,752.0,0.8284574468085106,3.1432769624216116e-05,False,reliable,1,0.022617847945358864,0.05497704624342179,0.1153286306124734,0.2618967640801702,0.5520098533198969,0.8729145672377113,714.0,3466.0,1.755190114375956e-05,0.2062301701759446,-1.5787624029910168,14.624657534246575,6.0,29.954708397359784,2.048233151936366,0.6022494740179267,0.7087608438769922,1.4753797158255757,2.368234285384904,0.7689262461384025,0.5154624319105399,0.5654307288814595,1.5609645131938126,2.850822837709312,9.097395612960048,6.5722825426940075,2025-11-21
1177,149,36.237915,53.539406,2023-11-01,2025-11-21,752.0,12140.0,83278.0,110.74202127659575,64.0,253.79999999999995,752.0,1.0,0.0002930979944872321,False,reliable,1,0.03669636638728115,0.08801844424698,0.16637046999207475,0.348483392972934,0.6000864574077187,0.8442445784000576,13438.0,18561.0,0.0003303395624227464,0.7240060338325611,-0.32295555260827413,134.96986301369864,80.0,170.79444837219216,1.2654265519618815,0.6930322032627975,0.8323795500537137,1.3166756970295048,1.8638063838159242,0.9033463143510205,0.7550118513753217,0.6376067248357358,1.379002729705068,3.238899680215854,11.32995169553184,9.505916206547065,2025-11-21
1183,987,35.702908,51.349758,2023-11-01,2025-11-21,752.0,45120.0,30084842.0,40006.438829787236,36663.5,57129.7,752.0,1.0,0.10588398922482826,False,reliable,1,0.08874206485777789,0.1646039224670018,0.2546007055646162,0.41756513130432926,0.6234241482803865,0.8339325165809414,3849094.0,3420145.0,0.09462033246643986,1.12541833009468,0.11815481551073681,39558.62739726027,35877.0,14455.395092054008,0.3654170036510203,0.9051147248937642,0.9647754439107644,1.1020177028520186,1.4261748433333297,0.8884639687163103,0.8595397205519938,0.8560585194203519,1.1547588780504532,1.4923935016417484,17.219532048075525,15.16334861369681,2025-11-21
1209,289,36.482105,59.159492,2023-11-02,2025-11-21,279.0,972.0,2110.0,7.562724014336918,4.0,15.0,751.0,0.3715046604527297,7.426172198756691e-06,False,reliable,1,0.031279620853080566,0.06777251184834124,0.14170616113744075,0.2838862559241706,0.566350710900474,0.8535545023696682,518.0,619.0,1.2733732202335367e-05,0.8370967741935483,-0.17781559487324916,5.742465753424658,3.0,12.47016128503499,2.1715691169073335,0.7334024515560775,1.2089419406928947,1.3361989870816207,1.9523910011743981,0.6341369004752988,0.5592612301820317,0.5827033176746917,1.286986550345329,4.387019230769231,7.65491704784832,6.251903883165888,2025-11-21
